author_id,name,email,orcid
2647304,B. Yailymov,b.yailymov@example.com,0000-0002-2647-8254
2455282,Nataliia Kussul,nataliia.kussul@example.com,0000-0002-2455-7743
30494387,H. Yailymova,h.yailymova@example.com,0000-0002-3049-1060
34660552,R. Uskenbayeva,r.uskenbayeva@example.com,0000-0002-3466-6630
145575019,S. Mukhanov,s.mukhanov@example.com,0000-0002-1455-8779
3245425,Arisoa S. Randrianasolo,arisoa.s.randrianasolo@example.com,0000-0002-3245-6795
1666727061,Tang-Jie Chang,tang-jie.chang@example.com,0000-0002-1666-6511
2108513623,Jian-Hua Jiang Chen,jian-hua.jiang.chen@example.com,0000-0002-2108-5279
24531654,Hao-Ping Lee,hao-ping.lee@example.com,0000-0002-2453-9175
1684289,Yung-Ju Chang,yung-ju.chang@example.com,0000-0002-1684-9907
1700271820,G. Burkhardt,g.burkhardt@example.com,0000-0002-1700-3690
8005747,K. Adorjan,k.adorjan@example.com,0000-0002-8005-2457
2876416,J. Kambeitz,j.kambeitz@example.com,0000-0002-2876-5041
1414119219,L. Kambeitz-Ilankovic,l.kambeitz-ilankovic@example.com,0000-0002-1414-6394
2660554,P. Falkai,p.falkai@example.com,0000-0002-2660-6312
6470232,F. Eyer,f.eyer@example.com,0000-0002-6470-2696
153483182,G. Koller,g.koller@example.com,0000-0002-1534-6033
2534407,O. Pogarell,o.pogarell@example.com,0000-0002-2534-8505
3214043,N. Koutsouleris,n.koutsouleris@example.com,0000-0002-3214-6458
5672681,D. Dwyer,d.dwyer@example.com,0000-0002-5672-2158
1722055,C. Palamidessi,c.palamidessi@example.com,0000-0002-1722-5816
1423797914,Marco Romanelli,marco.romanelli@example.com,0000-0002-1423-6122
39107991,J. Horák,j.horák@example.com,0000-0002-3910-6217
46679009,J. Kucera,j.kucera@example.com,0000-0002-4667-2079
32002538,L. Demidova,l.demidova@example.com,0000-0002-3200-6332
1658886656,A. Gorchakov,a.gorchakov@example.com,0000-0002-1658-8677
143701176,Knut Hinkelmann,knut.hinkelmann@example.com,0000-0002-1437-4426
2109247625,Sajjad Ahmed,sajjad.ahmed@example.com,0000-0002-2109-7484
1695958,F. Corradini,f.corradini@example.com,0000-0002-1695-5352
2162446116,Ali Forghani Elah Abadi,ali.forghani.elah.abadi@example.com,0000-0002-2162-7504
2262901,S. A. Asghari,s.a.asghari@example.com,0000-0002-2262-5529
2068016,Mohammadreza Binesh Marvasti,mohammadreza.binesh.marvasti@example.com,0000-0002-2068-2189
2820701,Golnoush Abaei,golnoush.abaei@example.com,0000-0002-2820-8566
1490934493,Morteza Nabavi,morteza.nabavi@example.com,0000-0002-1490-6954
1756949,Y. Savaria,y.savaria@example.com,0000-0002-1756-2221
2180870323,Zhifeng Xiao,zhifeng.xiao@example.com,0000-0002-2180-2264
121844189,Jianing Zhi,jianing.zhi@example.com,0000-0002-1218-3207
39189434,B. Keskin,b.keskin@example.com,0000-0002-3918-8418
2221574965,Sarah G. Elnaggar,sarah.g.elnaggar@example.com,0000-0002-2221-1850
2085650631,I. E. Elsemman,i.e.elsemman@example.com,0000-0002-2085-7639
50428033,T. H. Soliman,t.h.soliman@example.com,0000-0002-5042-6124
2254452677,Anil Kumar Prajapati Anil,anil.kumar.prajapati.anil@example.com,0000-0002-2254-3990
2254385095,Umesh Kumar Singh,umesh.kumar.singh@example.com,0000-0002-2254-8484
2075291155,Shuhui Ren,shuhui.ren@example.com,0000-0002-2075-5632
66904290,Kaiyang Wang,kaiyang.wang@example.com,0000-0002-6690-5950
3468133,Yunfang Jia,yunfang.jia@example.com,0000-0002-3468-9888
2117852671,X. Yan,x.yan@example.com,0000-0002-2117-1736
2109060876,Bailing Zhou,bailing.zhou@example.com,0000-0002-2109-5958
2199360558,Maolin Ding,maolin.ding@example.com,0000-0002-2199-6375
2199601963,Jing Feng,jing.feng@example.com,0000-0002-2199-5038
2071197697,Baohua Ji,baohua.ji@example.com,0000-0002-2071-4819
2119408004,Pingping Huang,pingping.huang@example.com,0000-0002-2119-2708
50561785,Junye Zhang,junye.zhang@example.com,0000-0002-5056-9852
2199522381,Xue Yu,xue.yu@example.com,0000-0002-2199-7532
50082887,Zanxia Cao,zanxia.cao@example.com,0000-0002-5008-2908
7607711,Yuedong Yang,yuedong.yang@example.com,0000-0002-7607-3839
2150666690,Yaoqi Zhou,yaoqi.zhou@example.com,0000-0002-2150-9387
2109655451,Jihua Wang,jihua.wang@example.com,0000-0002-2109-2179
3369856,Dorin Moldovan,dorin.moldovan@example.com,0000-0002-3369-6009
40390132,I. Anghel,i.anghel@example.com,0000-0002-4039-4221
1729979,T. Cioara,t.cioara@example.com,0000-0002-1729-2832
1706937,I. Salomie,i.salomie@example.com,0000-0002-1706-9931
2064947354,J. Kolter,j.kolter@example.com,0000-0002-2064-6705
2180774482,Sankalok Sen,sankalok.sen@example.com,0000-0002-2180-6408
2196653485,ZhaoZhou Cai,zhaozhou.cai@example.com,0000-0002-2196-9853
144327272,Cong Peng,cong.peng@example.com,0000-0002-1443-5391
2196176908,Bingyun Yang,bingyun.yang@example.com,0000-0002-2196-8050
2142863012,Xiaoyue Liu,xiaoyue.liu@example.com,0000-0002-2142-9259
2160099,A. Dimopoulos,a.dimopoulos@example.com,0000-0002-2160-5406
2134874228,Konstantinos Koukoutegos,konstantinos.koukoutegos@example.com,0000-0002-2134-2213
2856466,F. Psomopoulos,f.psomopoulos@example.com,0000-0002-2856-4388
2261635,P. Moulos,p.moulos@example.com,0000-0002-2261-2987
2225845486,Gaurang Sonkavde,gaurang.sonkavde@example.com,0000-0002-2225-7291
51887595,D. Dharrao,d.dharrao@example.com,0000-0002-5188-2914
9192419,A. Bongale,a.bongale@example.com,0000-0002-9192-6355
46610789,Sarika T. Deokate,sarika.t.deokate@example.com,0000-0002-4661-4589
116853525,D. Doreswamy,d.doreswamy@example.com,0000-0002-1168-8709
50378805,S. K. Bhat,s.k.bhat@example.com,0000-0002-5037-9620
1380210582,Wenjuan Zhong,wenjuan.zhong@example.com,0000-0002-1380-2693
2224850812,Yuyang Zhang,yuyang.zhang@example.com,0000-0002-2224-4909
2266393147,Peiwen Fu,peiwen.fu@example.com,0000-0002-2266-4118
2158038131,Wenxuan Xiong,wenxuan.xiong@example.com,0000-0002-2158-1179
2224871422,Mingming Zhang,mingming.zhang@example.com,0000-0002-2224-9093
46690737,Dongping Cao,dongping.cao@example.com,0000-0002-4669-2328
2041846875,Jiachen Dang,jiachen.dang@example.com,0000-0002-2041-3007
2023972375,Yong Zhong,yong.zhong@example.com,0000-0002-2023-9691
40460371,Sarah Shafqat,sarah.shafqat@example.com,0000-0002-4046-8760
2213873418,Zahid Anwar,zahid.anwar@example.com,0000-0002-2213-4978
2281454,Qaisar Javaid,qaisar.javaid@example.com,0000-0002-2281-9098
2088138377,H. F. Ahmad,h.f.ahmad@example.com,0000-0002-2088-8033
2198762371,Zeghdoud Sabrina,zeghdoud.sabrina@example.com,0000-0002-2198-5647
46208021,Tanougast Camel,tanougast.camel@example.com,0000-0002-4620-5067
2160494837,Teguig Djamal,teguig.djamal@example.com,0000-0002-2160-2162
2058165936,M. Ammar,m.ammar@example.com,0000-0002-2058-9200
88849233,Sadoudi Said,sadoudi.said@example.com,0000-0002-8884-7698
2198761041,Bouteghrine Belqassim,bouteghrine.belqassim@example.com,0000-0002-2198-9933
39740778,Awos Kanan,awos.kanan@example.com,0000-0002-3974-8684
2200547919,Amal Taha,amal.taha@example.com,0000-0002-2200-2203
2051654659,Rong-Ching Chang,rong-ching.chang@example.com,0000-0002-2051-9949
2912487,Chun-Ming Lai,chun-ming.lai@example.com,0000-0002-2912-3940
2116188915,Kai-Lai Chang,kai-lai.chang@example.com,0000-0002-2116-4057
2116763588,Chu-Hsing Lin,chu-hsing.lin@example.com,0000-0002-2116-2963
49504506,N. Agrawal,n.agrawal@example.com,0000-0002-4950-2951
2110199755,Ajeet K. Sharma,ajeet.k.sharma@example.com,0000-0002-2110-3493
15385671,R. Moheimani,r.moheimani@example.com,0000-0002-1538-8375
50364784,Marcial Gonzalez,marcial.gonzalez@example.com,0000-0002-5036-3499
49317795,H. Dalir,h.dalir@example.com,0000-0002-4931-6182
2057647423,Brian Testa,brian.testa@example.com,0000-0002-2057-6073
2159075376,Yi Xiao,yi.xiao@example.com,0000-0002-2159-3522
39666515,Harshit Sharma,harshit.sharma@example.com,0000-0002-3966-6228
2191077190,Avery Gump,avery.gump@example.com,0000-0002-2191-3498
2284063493,Asif Salekin,asif.salekin@example.com,0000-0002-2284-8834
31148591,Hari Prasanna Das,hari.prasanna.das@example.com,0000-0002-3114-3041
144168566,C. Spanos,c.spanos@example.com,0000-0002-1441-1090
148312427,V. Porokhnya,v.porokhnya@example.com,0000-0002-1483-1152
1729312005,V. Penev,v.penev@example.com,0000-0002-1729-4697
147749258,O. Ostapenko,o.ostapenko@example.com,0000-0002-1477-4634
28974080,Tejas G. Puranik,tejas.g.puranik@example.com,0000-0002-2897-4764
1703218,D. Mavris,d.mavris@example.com,0000-0002-1703-1699
26973516,Ehsan Nowroozi,ehsan.nowroozi@example.com,0000-0002-2697-5067
2116602,Abhishek,abhishek@example.com,0000-0002-2116-6255
2097672910,Mohammadreza Mohammadi,mohammadreza.mohammadi@example.com,0000-0002-2097-5215
145746490,M. Conti,m.conti@example.com,0000-0002-1457-2140
2153683263,Yi Li,yi.li@example.com,0000-0002-2153-8544
7324583,Baoyao Yang,baoyao.yang@example.com,0000-0002-7324-9123
145793370,Dan Pan,dan.pan@example.com,0000-0002-1457-2613
2065209361,An Zeng,an.zeng@example.com,0000-0002-2065-4433
2233545527,Long Wu,long.wu@example.com,0000-0002-2233-4781
2233751499,Yang Yang,yang.yang@example.com,0000-0002-2233-2984
123539048,Arie Satia Dharma,arie.satia.dharma@example.com,0000-0002-1235-7195
2230000137,Judah Michael Parluhutan Sitorus,judah.michael.parluhutan.sitorus@example.com,0000-0002-2230-6808
2230012656,Andreas Hatigoran,andreas.hatigoran@example.com,0000-0002-2230-9417
35867883,Pantelis R. Vlachas,pantelis.r.vlachas@example.com,0000-0002-3586-6405
145038036,G. Arampatzis,g.arampatzis@example.com,0000-0002-1450-2900
3338091,Caroline Uhler,caroline.uhler@example.com,0000-0002-3338-1476
1802604,P. Koumoutsakos,p.koumoutsakos@example.com,0000-0002-1802-1926
2213599403,Ang Li,ang.li@example.com,0000-0002-2213-7331
2174955582,R. Khan,r.khan@example.com,0000-0002-2174-6478
1492066390,Jonayet Miah,jonayet.miah@example.com,0000-0002-1492-7302
1739143587,Shah Ashisul Abed Nipun,shah.ashisul.abed.nipun@example.com,0000-0002-1739-4683
2271579984,Majharul Islam,majharul.islam@example.com,0000-0002-2271-6754
22439533,Md. Shahedul Amin,md.shahedul.amin@example.com,0000-0002-2243-3453
2232782139,Md Siam Taluckder,md.siam.taluckder@example.com,0000-0002-2232-2743
2292331557,Muhammad Hazimmuddin Hussin,muhammad.hazimmuddin.hussin@example.com,0000-0002-2292-2647
2261547695,Yuzi Mahmud,yuzi.mahmud@example.com,0000-0002-2261-6330
2292331333,Nurul Izzah Mohd Hanafiah,nurul.izzah.mohd.hanafiah@example.com,0000-0002-2292-6640
2292331237,Zan Azma Nasruddin,zan.azma.nasruddin@example.com,0000-0002-2292-8732
2089567022,Nor Hapiza Mohd Ariffin,nor.hapiza.mohd.ariffin@example.com,0000-0002-2089-7180
2292332132,Murat Ince,murat.ince@example.com,0000-0002-2292-8386
3384718,F. A. Şenel,f.a.şenel@example.com,0000-0002-3384-8405
2209041790,Jintao Xu,jintao.xu@example.com,0000-0002-2209-8630
2209387409,Kai Chen,kai.chen@example.com,0000-0002-2209-6337
7877211,Yaohui Yu,yaohui.yu@example.com,0000-0002-7877-2687
2140282634,Yishu Wang,yishu.wang@example.com,0000-0002-2140-7697
49781537,Yi Zhu,yi.zhu@example.com,0000-0002-4978-5742
1431743814,Xiangjie Zou,xiangjie.zou@example.com,0000-0002-1431-8438
4545096,Yiqiu Jiang,yiqiu.jiang@example.com,0000-0002-4545-5494
2151427968,Kibreab Adane,kibreab.adane@example.com,0000-0002-2151-5426
34704626,B. Beyene,b.beyene@example.com,0000-0002-3470-7665
2302867685,Abhay Bhaskar,abhay.bhaskar@example.com,0000-0002-2302-1361
2004920622,Anar Nurizada,anar.nurizada@example.com,0000-0002-2004-9969
3071270,A. Purwar,a.purwar@example.com,0000-0002-3071-4062
15057497,O. Georginova,o.georginova@example.com,0000-0002-1505-8803
2241137373,M. Kobzar,m.kobzar@example.com,0000-0002-2241-4252
113054314,Arash Karimzadeh,arash.karimzadeh@example.com,0000-0002-1130-6875
98127546,O. Shoghli,o.shoghli@example.com,0000-0002-9812-4055
2059544084,Zahid Islam,zahid.islam@example.com,0000-0002-2059-6454
2023824880,Mario Machů,mario.machů@example.com,0000-0002-2023-7119
95987665,Ľ. Drozdová,ľ.drozdová@example.com,0000-0002-9598-8991
79867727,B. Smetana,b.smetana@example.com,0000-0002-7986-4547
152270990,Yingli Pan,yingli.pan@example.com,0000-0002-1522-8376
1453924341,Zhanxu Liu,zhanxu.liu@example.com,0000-0002-1453-5377
144714296,Frank Krüger,frank.krüger@example.com,0000-0002-1447-3239
48676147,Ludovica Sacco,ludovica.sacco@example.com,0000-0002-4867-1349
1789397,D. Ienco,d.ienco@example.com,0000-0002-1789-7349
2125780,R. Interdonato,r.interdonato@example.com,0000-0002-2125-7142
144760655,G. Urgessa,g.urgessa@example.com,0000-0002-1447-2797
2237316063,Javad Esfandiari,javad.esfandiari@example.com,0000-0002-2237-5622
31837119,K. Yan,k.yan@example.com,0000-0002-3183-9515
145400502,Hongyu Zhao,hongyu.zhao@example.com,0000-0002-1454-5731
2111155094,Joseph T. Wu,joseph.t.wu@example.com,0000-0002-2111-3828
1905832,H. Pang,h.pang@example.com,0000-0002-1905-1444
2268201974,Priyanka Sharma,priyanka.sharma@example.com,0000-0002-2268-3922
1400286111,Shruti J. Pandey,shruti.j.pandey@example.com,0000-0002-1400-3396
2268076604,Sonalika Ray,sonalika.ray@example.com,0000-0002-2268-3404
2268076586,Mohit Mazumder,mohit.mazumder@example.com,0000-0002-2268-1966
2220241357,Payal Gupta,payal.gupta@example.com,0000-0002-2220-7335
2268069503,Abhishek Sengupta,abhishek.sengupta@example.com,0000-0002-2268-7070
2268068260,Ankur Chaurasia,ankur.chaurasia@example.com,0000-0002-2268-9401
2124521724,Abhishek Bhatt,abhishek.bhatt@example.com,0000-0002-2124-4958
71706730,S. Choubey,s.choubey@example.com,0000-0002-7170-7952
9255319,A. Choubey,a.choubey@example.com,0000-0002-9255-4111
2317915,K. Pachori,k.pachori@example.com,0000-0002-2317-4741
2076257351,Vandana Thakur,vandana.thakur@example.com,0000-0002-2076-8713
104810796,E. Kearns,e.kearns@example.com,0000-0002-1048-8318
82528264,Christina Morin,christina.morin@example.com,0000-0002-8252-7049
2288109320,Peng Liu,peng.liu@example.com,0000-0002-2288-8938
2109624445,Astha Sharma,astha.sharma@example.com,0000-0002-2109-5293
1687728,T. Hoque,t.hoque@example.com,0000-0002-1687-8891
2456955,Elias Ioup,elias.ioup@example.com,0000-0002-2456-7199
2928835,M. Abdelguerfi,m.abdelguerfi@example.com,0000-0002-2928-6601
2265473695,Eve S Shalom,eve.s.shalom@example.com,0000-0002-2265-7241
2265520885,Amirul Khan,amirul.khan@example.com,0000-0002-2265-9517
40564012,S. van Loo,s.van.loo@example.com,0000-0002-4056-2104
2237754404,S. Sourbron,s.sourbron@example.com,0000-0002-2237-8905
1471683275,Zheshu Jia,zheshu.jia@example.com,0000-0002-1471-3199
2363528,Deyun Chen,deyun.chen@example.com,0000-0002-2363-4052
36264956,Naman Kumar,naman.kumar@example.com,0000-0002-3626-6521
2003538069,Sandhya Avasthi,sandhya.avasthi@example.com,0000-0002-2003-1394
144649392,Ayushi Prakash,ayushi.prakash@example.com,0000-0002-1446-3892
2116785303,Zhimin Li,zhimin.li@example.com,0000-0002-2116-1657
47829900,Fan Yang,fan.yang@example.com,0000-0002-4782-8105
2150790639,Tian Tan,tian.tan@example.com,0000-0002-2150-3276
2116676677,Xu Lu,xu.lu@example.com,0000-0002-2116-6978
2136088293,Jie Tian,jie.tian@example.com,0000-0002-2136-2017
2060429542,István Varga,istván.varga@example.com,0000-0002-2060-5783
50347055,Yuta Hayashibe,yuta.hayashibe@example.com,0000-0002-5034-5356
51170193,Amine Barrak,amine.barrak@example.com,0000-0002-5117-3751
3379298,Ellis E. Eghan,ellis.e.eghan@example.com,0000-0002-3379-1570
143612725,Bram Adams,bram.adams@example.com,0000-0002-1436-2455
9246981,Manpreet Singh Bajwa,manpreet.singh.bajwa@example.com,0000-0002-9246-2483
1643846582,G. Gandhi,g.gandhi@example.com,0000-0002-1643-3344
2206102669,A. Agrawal,a.agrawal@example.com,0000-0002-2206-8257
2148553606,D.N. Hendahewa,d.n.hendahewa@example.com,0000-0002-2148-3558
2148340093,A.A.D.S.N.A. Perera,a.a.d.s.n.a.perera@example.com,0000-0002-2148-5631
2148228667,T.D.N. De Meraal,t.d.n.de.meraal@example.com,0000-0002-2148-5834
2148576194,I.K.P.H. Indikadulle,i.k.p.h.indikadulle@example.com,0000-0002-2148-3013
2148269585,S.D. Perera,s.d.perera@example.com,0000-0002-2148-8095
2148558612,H.M.S.C. Rathnayake,h.m.s.c.rathnayake@example.com,0000-0002-2148-4905
114806010,Abhigya Mahajan,abhigya.mahajan@example.com,0000-0002-1148-9917
34788773,Baijnath Kaushik,baijnath.kaushik@example.com,0000-0002-3478-4487
1790073,M. Ingalhalikar,m.ingalhalikar@example.com,0000-0002-1790-1140
116506705,Sumeet Shinde,sumeet.shinde@example.com,0000-0002-1165-1368
2092490343,Arnav Karmarkar,arnav.karmarkar@example.com,0000-0002-2092-6849
144010127,Archith Rajan,archith.rajan@example.com,0000-0002-1440-5957
3064304,D. Rangaprakash,d.rangaprakash@example.com,0000-0002-3064-2168
143879680,G. Deshpande,g.deshpande@example.com,0000-0002-1438-7564
2143536543,Beomsoo Ko,beomsoo.ko@example.com,0000-0002-2143-7931
15110353,Hwanjin Kim,hwanjin.kim@example.com,0000-0002-1511-4875
1790994,Junil Choi,junil.choi@example.com,0000-0002-1790-1134
2171515450,M. T. Isyapar,m.t.isyapar@example.com,0000-0002-2171-2311
2283151989,Suleyman Yildirim,suleyman.yildirim@example.com,0000-0002-2283-7960
2183450331,Ufuk Uyan,ufuk.uyan@example.com,0000-0002-2183-5337
150067715,Chengqi Xu,chengqi.xu@example.com,0000-0002-1500-3137
10418407,Yuetian Chen,yuetian.chen@example.com,0000-0002-1041-2173
2161021469,Yiyang Cao,yiyang.cao@example.com,0000-0002-2161-5451
2297639944,Abhishek Singh,abhishek.singh@example.com,0000-0002-2297-6238
2297562560,Zohaib Hasan,zohaib.hasan@example.com,0000-0002-2297-4293
2138523055,Vishal Paranjape,vishal.paranjape@example.com,0000-0002-2138-3738
2318080021,Vedant Vashishtha,vedant.vashishtha@example.com,0000-0002-2318-6323
2318069573,Shubhanshika Chhabra,shubhanshika.chhabra@example.com,0000-0002-2318-3953
2068611376,N. Tran,n.tran@example.com,0000-0002-2068-2825
